bookTitle	bookSeries	bookAuthors	ratingValue	ratingCount	reviewCount	Plot	NumberofPages	Published	Characters	Setting	Url
The Green Mile	(The Green Mile #1-6)	Stephen King	4.45	250411	7867	"When it first appeared, one volume per month, Stephen King's THE GREEN MILE was an unprecedented publishing triumph: all six volumes ended up on the New York Times bestseller lists—simultaneously—and delighted millions of fans the world over.Welcome to Cold Mountain Penitentiary, home to the Depression-worn men of E Block. Convicted killers all, each awaits his turn to walk the Green Mile, keeping a date with ""Old Sparky,"" Cold Mountain's electric chair. Prison guard Paul Edgecombe has seen his share of oddities in his years working the Mile. But he's never seen anyone like John Coffey, a man with the body of a giant and the mind of a child, condemned for a crime terrifying in its violence and shocking in its depravity. In this place of ultimate retribution, Edgecombe is about to discover the terrible, wondrous truth about Coffey, a truth that will challenge his most cherished beliefes... and yours."	592	September 1st 1996	John Coffey, Paul Edgecomb, Percy Wetmore, American Law Enforcement, Brutus Howell	Louisiana	https://www.goodreads.com/book/show/11566.The_Green_Mile
Blindness	(Blindness #1)	José Saramago	4.14	202640	16481	"From Nobel Prize–winning author José Saramago, a magnificent, mesmerizing parable of lossA city is hit by an epidemic of ""white blindness"" that spares no one. Authorities confine the blind to an empty mental hospital, but there the criminal element holds everyone captive, stealing food rations, and assaulting women. There is one eyewitness to this nightmare who guides her charges—among them a boy with no mother, a girl with dark glasses, a dog of tears—through the barren streets, and their procession becomes as uncanny as the surroundings are harrowing. As Blindness reclaims the age-old story of a plague, it evokes the vivid and trembling horrors of the twentieth century, leaving readers with a powerful vision of the human spirit that's bound both by weakness and exhilarating strength."	349	August 23rd 2013	The doctor (Blindness), The doctor's wife, The girl with the dark glasses, The first blind man, The first blind man's wife, The boy with the squint, The old man with the black eye patch, The car thief	NaN	https://www.goodreads.com/book/show/40495148-blindness
The Sound and the Fury	NaN	William Faulkner	3.86	158887	7109	Alternate version of this book.The tragedy of the Compson family features some of the most memorable characters in literature: beautiful, rebellious Caddy; the manchild Benjy; haunted, neurotic Quentin; Jason, the brutal cynic; and Dilsey, their black servant. Their lives fragmented and harrowed by history and legacy, the character’s voices and actions mesh to create what is arguably Faulkner’s masterpiece and one of the greatest novels of the twentieth century.	366	October 1990 by	"The Compsons, Dilsey Gibson, Quentin Compson III, Jason Compson IV, Caroline Bascomb Compson, Candace ""Caddy"" Compson, Benjamin ""Benjy"" Compson, Miss Quentin Compson"	Yoknapatawpha County, Mississippi, Jefferson, Mississippi, Cambridge, Massachusetts	https://www.goodreads.com/book/show/10975.The_Sound_and_the_Fury
The Shack	NaN	William Paul Young	3.78	541505	33146	The Shack, the cherished novel that sold over 23 million copies worldwide, spent 147 weeks on the bestseller list, and went on to become a major motion picture, is now available in a beautiful keepsake edition to celebrate its tenth anniversary of touching lives all over the world. Mackenzie Allen Phillips's youngest daughter, Missy, has been abducted during a family vacation, and evidence that she may have been brutally murdered is found in an abandoned shack deep in the Oregon wilderness. Four years later, in the midst of his Great Sadness, Mack receives a suspicious note, apparently from God, inviting him back to that shack for a weekend. Against his better judgment he arrives at the shack on a wintry afternoon and walks back into his darkest nightmare. What he find there will change his life forever. In an age where religion seems to grow increasingly irrelevant, The Shack wrestles with the timeless question: Where is God in a world so filled with unspeakable pain? Discover the answers that astounded and transformed Mack in this special leather edition, and find out why The Shack has stolen the hearts of millions for ten years.	294	June 20th 2008	Mackenzie Allen Philips	United States of America, Oregon	https://www.goodreads.com/book/show/40874325-the-shack
Marked	(House of Night #1)	P.C. Cast	3.80	433253	14298	"Also see: Alternate Cover Editions for this ISBN [ACE]  
ACE #1
After a Vampire Tracker Marks her with a crescent moon on her forehead, 16-year-old Zoey Redbird enters the House of Night and learns that she is no average fledgling. She has been Marked as special by the vampyre Goddess Nyx and has affinities for all five elements: Air, Fire Water, Earth and Spirit. But she is not the only fledgling at the House of Night with special powers. When she discovers that the leader of the Dark Daughters, the school’s most elite club, is mis-using her Goddess-given gifts, Zoey must look deep within herself for the courage to embrace her destiny – with a little help from her new vampyre friends (or Nerd Herd, as Aphrodite calls them)"	306	May 1st 2007	Zoey Redbird, Nyx (House of Night), Erik Night, Stevie Rae Johnson, Neferet, Heath Luck, Aphrodite LaFont, Sylvia Redbird, Erin Bates, Shaunee Cole, Damien Maslin	United States of America, Tulsa, Oklahoma, Oklahoma	https://www.goodreads.com/book/show/30183.Marked
Fear and Loathing in Las Vegas	NaN	Hunter S. Thompson	4.08	300255	6476	Fear and Loathing in Las Vegas is the best chronicle of drug-soaked, addle-brained, rollicking good times ever committed to the printed page. It is also the tale of a long weekend road trip that has gone down in the annals of American pop culture as one of the strangest journeys ever undertaken.	204	June 1998 by	Hunter S. Thompson	Las Vegas, Nevada, Nevada	https://www.goodreads.com/book/show/7745.Fear_and_Loathing_in_Las_Vegas
For Whom the Bell Tolls	NaN	Ernest Hemingway	3.97	250026	6537	"In 1937 Ernest Hemingway traveled to Spain to cover the civil war there for the North American Newspaper Alliance. Three years later he completed the greatest novel to emerge from ""the good fight,"" For Whom the Bell Tolls. The story of Robert Jordan, a young American in the International Brigades attached to an antifascist guerilla unit in the mountains of Spain, it tells of loyalty and courage, love and defeat, and the tragic death of an ideal. In his portrayal of Jordan's love for the beautiful Maria and his superb account of El Sordo's last stand, in his brilliant travesty of La Pasionaria and his unwillingness to believe in blind faith, Hemingway surpasses his achievement in The Sun Also Rises and A Farewell to Arms to create a work at once rare and beautiful, strong and brutal, compassionate, moving and wise. ""If the function of a writer is to reveal reality,"" Maxwell Perkins wrote to Hemingway after reading the manuscript, ""no one ever so completely performed it."" Greater in power, broader in scope, and more intensely emotional than any of the author's previous works, it stands as one of the best war novels of all time."	471	1995 by Scribner	Mariecke, Pilar, Robert Jordan, Anselmo, El Sordo, Pablo Saler	Spain	https://www.goodreads.com/book/show/46170.For_Whom_the_Bell_Tolls
The Guernsey Literary and Potato Peel Pie Society	NaN	Mary Ann Shaffer	4.17	614830	54219	" #1 NEW YORK TIMES BESTSELLER - NOW A MAJOR MOTION PICTURE ON NETFLIX - A remarkable tale of the island of Guernsey during the German Occupation, and of a society as extraordinary as its name. ""I wonder how the book got to Guernsey? Perhaps there is some sort of secret homing instinct in books that brings them to their perfect readers."" January 1946: London is emerging from the shadow of the Second World War, and writer Juliet Ashton is looking for her next book subject. Who could imagine that she would find it in a letter from a man she's never met, a native of the island of Guernsey, who has come across her name written inside a book by Charles Lamb...As Juliet and her new correspondent exchange letters, Juliet is drawn into the world of this man and his friends—and what a wonderfully eccentric world it is. The Guernsey Literary and Potato Peel Pie Society—born as a spur-of-the-moment alibi when its members were discovered breaking curfew by the Germans occupying their island—boasts a charming, funny, deeply human cast of characters, from pig farmers to phrenologists, literature lovers all.Juliet begins a remarkable correspondence with the society's members, learning about their island, their taste in books, and the impact the recent German occupation has had on their lives. Captivated by their stories, she sets sail for Guernsey, and what she finds will change her forever.Written with warmth and humor as a series of letters, this novel is a celebration of the written word in all its guises and of finding connection in the most surprising ways."	291	July 10th 2018	Sophie Kintock, Juliet Ashton, Dawsey Adams, Susan Scott, Sidney Stark, Elizabeth McKenna, Isola Pribby, Markham V. Reynolds, Jr., Kit McKenna, Adelaide Addison, Eben Ramsey, Amelia Maugery, John Booker, Christian Hellman, Will Thisbee, Clovis Fossey, Thomson Stubbins, Clara Saussey, Sally Ann Frobisher	United Kingdom, Guernsey	https://www.goodreads.com/book/show/39832183-the-guernsey-literary-and-potato-peel-pie-society
The House of the Spirits	(Del Valle Family #3)	Isabel Allende	4.24	191365	8620	In one of the most important and beloved Latin American works of the twentieth century, Isabel Allende weaves a luminous tapestry of three generations of the Trueba family, revealing both triumphs and tragedies. Here is patriarch Esteban, whose wild desires and political machinations are tempered only by his love for his ethereal wife, Clara, a woman touched by an otherworldly hand. Their daughter, Blanca, whose forbidden love for a man Esteban has deemed unworthy infuriates her father, yet will produce his greatest joy: his granddaughter Alba, a beautiful, ambitious girl who will lead the family and their country into a revolutionary future.The House of the Spirits is an enthralling saga that spans decades and lives, twining the personal and the political into an epic novel of love, magic, and fate.	448	August 30th 2005	Esteban Trueba, Clara del Valle, Férula Trueba, Blanca Trueba, Jaime Trueba, Nicolàs Trueba, Pedro Tercero Garcia, Alba Trueba, Esteban Garcia	Chile	https://www.goodreads.com/book/show/9328.The_House_of_the_Spirits
The Complete Calvin and Hobbes	(Calvin and Hobbes)	Bill Watterson	4.82	35036	1039	"[ 
Box Set
 | Book One | Book Two | Book Three ]Calvin and Hobbes is unquestionably one of the most popular comic strips of all time. The imaginative world of a boy and his real-only-to-him tiger was first syndicated in 1985 and appeared in more than 2,400 newspapers when Bill Watterson retired on January 1, 1996. The entire body of Calvin and Hobbes cartoons published in a truly noteworthy tribute to this singular cartoon in The Complete Calvin and Hobbes. Composed of three hardcover, four-color volumes in a sturdy slipcase, this New York Times best-selling edition includes all Calvin and Hobbes cartoons that ever appeared in syndication. This is the treasure that all Calvin and Hobbes fans seek."	1456	September 6th 2005	Calvin, Hobbes	NaN	https://www.goodreads.com/book/show/24812.The_Complete_Calvin_and_Hobbes
Howl's Moving Castle	(Howl's Moving Castle #1)	Diana Wynne Jones	4.26	219456	15269	An alternative cover for this ISBN can be found hereSophie has the great misfortune of being the eldest of three daughters, destined to fail miserably should she ever leave home to seek her fate. But when she unwittingly attracts the ire of the Witch of the Waste, Sophie finds herself under a horrid spell that transforms her into an old lady. Her only chance at breaking it lies in the ever-moving castle in the hills: the Wizard Howl's castle. To untangle the enchantment, Sophie must handle the heartless Howl, strike a bargain with a fire demon, and meet the Witch of the Waste head-on. Along the way, she discovers that there's far more to Howl—and herself—than first meets the eye.	329	August 1st 2001	Michael (angel), Wizard Howl, Sophie Hatter, Calcifer, Witch of the Waste, Lily Angorian	Ingary, Porthaven, Wales	https://www.goodreads.com/book/show/6294.Howl_s_Moving_Castle
Roots: The Saga of an American Family	NaN	Alex Haley	4.43	147189	3476	"When he was a boy in Henning, Tennessee, Alex Haley's grandmother used to tell him stories about their family—stories that went back to her grandparents, and their grandparents, down through the generations all the way to a man she called ""the African."" She said he had lived across the ocean near what he called the ""Kamby Bolongo"" and had been out in the forest one day chopping wood to make a drum when he was set upon by four men, beaten, chained and dragged aboard a slave ship bound for Colonial America.Still vividly remembering the stories after he grew up and became a writer, Haley began to search for documentation that might authenticate the narrative. It took ten years and a half a million miles of travel across three continents to find it, but finally, in an astonishing feat of genealogical detective work, he discovered not only the name of ""the African""—Kunta Kinte—but the precise location of Juffure, the very village in The Gambia, West Africa, from which he was abducted in 1767 at the age of sixteen and taken on the Lord Ligonier to Maryland and sold to a Virginia planter.Haley has talked in Juffure with his own African sixth cousins. On September 29, 1967, he stood on the dock in Annapolis where his great-great-great-great-grandfather was taken ashore on September 29, 1767. Now he has written the monumental two-century drama of Kunta Kinte and the six generations who came after him—slaves and freedmen, farmers and blacksmiths, lumber mill workers and Pullman porters, lawyers and architects—and one author.But Haley has done more than recapture the history of his own family. As the first black American writer to trace his origins back to their roots, he has told the story of 25,000,000 Americans of African descent. He has rediscovered for an entire people a rich cultural heritage that slavery took away from them, along with their names and their identities. But Roots speaks, finally, not just to blacks, or to whites, but to all people and all races everywhere, for the story it tells is one of the most eloquent testimonials ever written to the indomitability of the human spirit."	729	October 1st 1980	George Lincoln Rockwell, Alex Haley, Kunta Kinte	United States of America, Gambia	https://www.goodreads.com/book/show/546018.Roots
Misery	NaN	Stephen King	4.17	502623	12730	Alternate cover editions here and here.Paul Sheldon. He's a bestselling novelist who has finally met his biggest fan. Her name is Annie Wilkes and she is more than a rabid reader - she is Paul's nurse, tending his shattered body after an automobile accident. But she is also his captor, keeping him prisoner in her isolated house.	370	November 1st 1988	Paul Sheldon, Annie Wilkes	Sidewinder, Colorado, Colorado	https://www.goodreads.com/book/show/10614.Misery
Stranger in a Strange Land	NaN	Robert A. Heinlein	3.92	276495	8097	NAME: Valentine Michael SmithANCESTRY: HumanORIGIN: MarsValentine Michael Smith is a human being raised on Mars, newly returned to Earth. Among his people for the first time, he struggles to understand the social mores and prejudices of human nature that are so alien to him, while teaching them his own fundamental beliefs in grokking, watersharing, and love.	525	October 1st 1991	Valentine Michael Smith, Jubal Harshaw, Gillian Boardman, Ben Caxton	NaN	https://www.goodreads.com/book/show/350.Stranger_in_a_Strange_Land
Island of the Blue Dolphins	(Island of the Blue Dolphins #1)	Scott O'Dell	3.83	294004	8386	In the Pacific there is an island that looks like a big fish sunning itself in the sea. Around it, blue dolphins swim, otters play, and sea elephants and sea birds abound. Once, Indians also lived on the island. And when they left and sailed to the east, one young girl was left behind. — This is the story of Karana, the Indian girl who lived alone for years on the Island of the Blue Dolphins. Year after year, she watched one season pass into another and waited for a ship to take her away. But while she waited, she kept herself alive by building shelter, making weapons, finding food, and fighting her enemies, the wild dogs. It is not only an unusual adventure of survival, but also a tale of natural beauty and personal discovery.	194	February 8th 2010	Karana	Island of the Blue Dolphins, California	https://www.goodreads.com/book/show/41044096-island-of-the-blue-dolphins
Midnight Sun [2008 Draft]	NaN	Stephenie Meyer	4.02	147218	9496	The record for the completed novel can be found here. Midnight Sun is the much anticipated retelling of Twilight from Edward Cullen's perspective. An unedited partial draft was illegally leaked onto the internet in 2008; consequently, author Stephenie Meyer put the project on indefinite hold. Shortly afterward, she posted a letter to her fans on her website including a link to the entire partial draft of the book so that those who wanted to read it could do so legally and with her consent. Note: Do not add a cover. Do not add translations. Do not add any other editions. Do not combine with editions of the full work. Do not add this book record to any series.	264	August 28th 2008	Edward Cullen, Jacob Black, Bella Swan, Billy Black, Esme Cullen, Alice Cullen, Jasper Hale, Carlisle Cullen, Rosalie Hale, Charlie Swan, Emmett Cullen, Mike Newton, Angela Weber	Washington (state), Alaska	https://www.goodreads.com/book/show/4502877-midnight-sun-2008-draft
The Girl Who Kicked the Hornet's Nest	(Millennium #3)	Stieg Larsson	4.22	648987	29118	The stunning third and final novel in Stieg Larsson's internationally best-selling trilogy.Lisbeth Salander - the heart of Larsson's two previous novels - lies in critical condition, a bullet wound to her head, in the intensive care unit of a Swedish city hospital. She's fighting for her life in more ways than one: if and when she recovers, she'll be taken back to Stockholm to stand trial for three murders. With the help of her friend, journalist Mikael Blomkvist, she will not only have to prove her innocence, but also identify and denounce those in authority who have allowed the vulnerable, like herself, to suffer abuse and violence. And, on her own, she will plot revenge - against the man who tried to kill her, and the corrupt government institutions that very nearly destroyed her life.Once upon a time, she was a victim. Now Salander is fighting back.~from the jacket	566	May 23rd 2010	Lisbeth Salander, Mikael Blomkvist, Alexander Zalachenko, Jan Bublanski, Sonja Modig, Peter Teleborian, Erika Berger, Ronald Niedermann, Annika Giannini, Dragan Armansky, Monica Figuerola, Torsten Edklinth, Dr. Anders Jonasson, Gunnar Björck	Stockholm, Gothenburg	https://www.goodreads.com/book/show/6892870-the-girl-who-kicked-the-hornet-s-nest
The Secret History	NaN	Donna Tartt	4.09	320209	23506	Under the influence of their charismatic classics professor, a group of clever, eccentric misfits at an elite New England college discover a way of thinking and living that is a world away from the humdrum existence of their contemporaries. But when they go beyond the boundaries of normal morality they slip gradually from obsession to corruption and betrayal, and at last - inexorably - into evil.	559	April 13th 2004	Richard Papen, Camilla Macaulay, Julian Morrow, Charles Macaulay, Henry Winter, Edmund Corcoran, Francis Abernathy	New Hampshire, Hampden, Vermont, vermont	https://www.goodreads.com/book/show/29044.The_Secret_History
The Diary of a Young Girl	NaN	Anne Frank	4.15	2762445	28914	Discovered in the attic in which she spent the last years of her life, Anne Frank’s remarkable diary has become a world classic—a powerful reminder of the horrors of war and an eloquent testament to the human spirit. In 1942, with the Nazis occupying Holland, a thirteen-year-old Jewish girl and her family fled their home in Amsterdam and went into hiding. For the next two years, until their whereabouts were betrayed to the Gestapo, the Franks and another family lived cloistered in the “Secret Annexe” of an old office building. Cut off from the outside world, they faced hunger, boredom, the constant cruelties of living in confined quarters, and the ever-present threat of discovery and death. In her diary Anne Frank recorded vivid impressions of her experiences during this period. By turns thoughtful, moving, and surprisingly humorous, her account offers a fascinating commentary on human courage and frailty and a compelling self-portrait of a sensitive and spirited young woman whose promise was tragically cut short.--back cover	283	July 1993 by	Anne Frank, Otto Frank, Petronella van Daan, Hermann van Daan, Margot Frank, Peter van Daan, Edith Frank, Miep Gies, Albert Dussel, Anne Frank	Amsterdam	https://www.goodreads.com/book/show/48855.The_Diary_of_a_Young_Girl
White Oleander	NaN	Janet Fitch	3.97	322351	7337	Everywhere hailed as a novel of rare beauty and power, White Oleander tells the unforgettable story of Ingrid, a brilliant poet imprisoned for murder, and her daughter, Astrid, whose odyssey through a series of Los Angeles foster homes--each its own universe, with its own laws, its own dangers, its own hard lessons to be learned--becomes a redeeming and surprising journey of self-discovery.	446	September 1st 2001	Astrid Magnusson, Ingrid Magnusson	United States of America, Los Angeles, California	https://www.goodreads.com/book/show/32234.White_Oleander
Delirium	(Delirium #1)	Lauren Oliver	3.97	418924	26355	"There is an alternate cover edition for this ISBN13 here.In an alternate United States, love has been declared a dangerous disease, and the government forces everyone who reaches eighteen to have a procedure called the Cure. Living with her aunt, uncle, and cousins in Portland, Maine, Lena Haloway is very much looking forward to being cured and living a safe, predictable life. She watched love destroy her mother and isn't about to make the same mistake.But with ninety-five days left until her treatment, Lena meets enigmatic Alex, a boy from the ""Wilds"" who lives under the government's radar. What will happen if they do the unthinkable and fall in love?"	441	February 7th 2012	"Hana Tate, Magdalena ""Lena"" Ella Haloway-Tiddle, Alex Sheathes, Carol Tiddle, Grace Tiddle"	Portland, Maine	https://www.goodreads.com/book/show/11614718-delirium
Beautiful Disaster	(Beautiful #1)	Jamie McGuire	4.09	549977	28270	The new Abby Abernathy is a good girl. She doesn’t drink or swear, and she has the appropriate number of cardigans in her wardrobe. Abby believes she has enough distance from the darkness of her past, but when she arrives at college with her best friend, her path to a new beginning is quickly challenged by Eastern University's Walking One-Night Stand. Travis Maddox, lean, cut, and covered in tattoos, is exactly what Abby needs—and wants—to avoid. He spends his nights winning money in a floating fight ring, and his days as the ultimate college campus charmer. Intrigued by Abby’s resistance to his appeal, Travis tricks her into his daily life with a simple bet. If he loses, he must remain abstinent for a month. If Abby loses, she must live in Travis’s apartment for the same amount of time. Either way, Travis has no idea that he has met his match.	319	May 26th 2011	Abby Abernathy, Travis Maddox, Travis Maddox, Abby Abernathy	NaN	https://www.goodreads.com/book/show/11505797-beautiful-disaster
Paper Towns	NaN	John Green	3.80	927014	48637	Who is the real Margo?Quentin Jacobsen has spent a lifetime loving the magnificently adventurous Margo Roth Spiegelman from afar. So when she cracks open a window and climbs into his life—dressed like a ninja and summoning him for an ingenious campaign of revenge—he follows. After their all-nighter ends, and a new day breaks, Q arrives at school to discover that Margo, always an enigma, has now become a mystery. But Q soon learns that there are clues—and they're for him. Urged down a disconnected path, the closer he gets, the less Q sees the girl he thought he knew...	305	September 22nd 2009	"Margo Roth Spiegelman, Quentin  Jacobsen, Marcus ""Radar"" Lincoln, Lacey Pemberton, Ben Starling, Jason Worthington"	Orlando, Florida, Agloe, New York	https://www.goodreads.com/book/show/6442769-paper-towns
Flow Down Like Silver: Hypatia of Alexandria	NaN	Ki Longfellow	4.18	2906	214	Ki Longfellow, author of the acclaimed The Secret Magdalene, has now written the astonishing life of Hypatia, famed throughout the Mediterranean world, a beauty and a genius, yet for 17 centuries ignored by history. As the Roman Empire fights for its life and emerging Christianity fights for our souls, Hypatia is the last great voice of reason. A woman of sublime intelligence, Hypatia ranks above not only all women, but all men. Hypatia dazzled the world with her brilliance, was courted by men of every persuasion and was considered the leading philosopher and mathematician of her age ... yet her mathematics, her inventions, the very story of her life in all its epic and dramatic intensity, has gone untold. A heart-breaking love story, an heroic struggle against intolerance, a tragedy and a triumph, Hypatia walks through these pages fully realized while all around her Egypt's Alexandria, the New York City of its day, strives to remain a beacon of light in a darkening world.	301	August 20th 2009	NaN	NaN	https://www.goodreads.com/book/show/6801755-flow-down-like-silver
Othello	NaN	William Shakespeare	3.90	317030	6491	In Othello, Shakespeare creates a powerful drama of a marriage that begins with fascination (between the exotic Moor Othello and the Venetian lady Desdemona), with elopement, and with intense mutual devotion and that ends precipitately with jealous rage and violent deaths. He sets this story in the romantic world of the Mediterranean, moving the action from Venice to the island of Cyprus and giving it an even more exotic coloring with stories of Othello's African past. Shakespeare builds so many differences into his hero and heroine—differences of race, of age, of cultural background—that one should not, perhaps, be surprised that the marriage ends disastrously. But most people who see or read the play feel that the love that the play presents between Othello and Desdemona is so strong that it would have overcome all these differences were it not for the words and actions of Othello's standard-bearer, Iago, who hates Othello and sets out to destroy him by destroying his love for Desdemona. As Othello succumbs to Iago's insinuations that Desdemona is unfaithful, fascination—which dominates the early acts of the play—turns to horror, especially for the audience. We are confronted by spectacles of a generous and trusting Othello in the grip of Iago's schemes; of an innocent Desdemona, who has given herself up entirely to her love for Othello only to be subjected to his horrifying verbal and physical assaults, the outcome of Othello's mistaken convictions about her faithlessness.	314	January 1st 2004	Iago, Bianca, Othello, Miguel Cássio, Desdêmona, Emilia, Rodrigo	Venice, Cyprus	https://www.goodreads.com/book/show/12996.Othello
Speak	NaN	Laurie Halse Anderson	4.02	486584	23608	"The first ten lies they tell you in high school.""Speak up for yourself—we want to know what you have to say."" From the first moment of her freshman year at Merryweather High, Melinda knows this is a big fat lie, part of the nonsense of high school. She is friendless, outcast, because she busted an end-of-summer party by calling the cops, so now nobody will talk to her, let alone listen to her. As time passes, she becomes increasingly isolated and practically stops talking altogether. Only her art class offers any solace, and it is through her work on an art project that she is finally able to face what really happened at that terrible party: she was raped by an upperclassman, a guy who still attends Merryweather and is still a threat to her. Her healing process has just begun when she has another violent encounter with him. But this time Melinda fights back, refuses to be silent, and thereby achieves a measure of vindication. In Laurie Halse Anderson's powerful novel, an utterly believable heroine with a bitterly ironic voice delivers a blow to the hypocritical world of high school. She speaks for many a disenfranchised teenager while demonstrating the importance of speaking up for oneself.Speak was a 1999 National Book Award Finalist for Young People's Literature."	224	January 15th 2019	Ivy Hall, Heather, Nichole Smythe Burnell, Melinda Sordino, Andy Evans, David Petrakis, Mr. Freeman, Rachel Bruin	Syracuse, New York	https://www.goodreads.com/book/show/39280444-speak
The Vampire Lestat	(The Vampire Chronicles #2)	Anne Rice	4.07	177966	3767	Lestat. The vampire hero of Anne Rice's enthralling new novel is a creature of the darkest and richest imagination. Once an aristocrat in the heady days of pre-revolutionary France, now a rock star in the demonic, shimmering 1980s, he rushes through the centuries in search of others like him, seeking answers to the mystery of his eternal, terrifying existence. His is a mesmerizing story --- passionate, complex, and thrilling.	481	August 31st 2004	Lestat de Lioncourt, Gabrielle de Lioncourt, Akasha, Marius de Romanus, Nicolas de Lenfrent, Louis de Pointe du Lac, Armand	Paris, Egypt, New Orleans, Louisiana	https://www.goodreads.com/book/show/43814.The_Vampire_Lestat
The Idiot	NaN	Fyodor Dostoyevsky	4.18	133930	5235	Returning to Russia from a sanitarium in Switzerland, the Christ-like epileptic Prince Myshkin finds himself enmeshed in a tangle of love, torn between two women—the notorious kept woman Nastasya and the pure Aglaia—both involved, in turn, with the corrupt, money-hungry Ganya. In the end, Myshkin’s honesty, goodness, and integrity are shown to be unequal to the moral emptiness of those around him. In her revision of the Garnett translation, Anna Brailovsky has corrected inaccuracies wrought by Garnett’s drastic anglicization of the novel, restoring as much as possible the syntactical structure of the original story.	667	April 8th 2003	Prince Myshkin, Nastasya Filippovna, Rogozhin	St. Petersburg, Russia	https://www.goodreads.com/book/show/12505.The_Idiot
King Lear	NaN	William Shakespeare	3.91	181904	4538	Shakespeare’s King Lear challenges us with the magnitude, intensity, and sheer duration of the pain that it represents. Its figures harden their hearts, engage in violence, or try to alleviate the suffering of others. Lear himself rages until his sanity cracks. What, then, keeps bringing us back to King Lear? For all the force of its language, King Lear is almost equally powerful when translated, suggesting that it is the story, in large part, that draws us to the play.The play tells us about families struggling between greed and cruelty, on the one hand, and support and consolation, on the other. Emotions are extreme, magnified to gigantic proportions. We also see old age portrayed in all its vulnerability, pride, and, perhaps, wisdom—one reason this most devastating of Shakespeare’s tragedies is also perhaps his most moving.The authoritative edition of King Lear from The Folger Shakespeare Library, the trusted and widely used Shakespeare series for students and general readers, includes:-Freshly edited text based on the best early printed version of the play-Full explanatory notes conveniently placed on pages facing the text of the play-Scene-by-scene plot summaries-A key to the play’s famous lines and phrases-An introduction to reading Shakespeare’s language-An essay by a leading Shakespeare scholar providing a modern perspective on the play-Fresh images from the Folger Shakespeare Library’s vast holdings of rare books-An annotated guide to further readingEssay by Susan SnyderThe Folger Shakespeare Library in Washington, DC, is home to the world’s largest collection of Shakespeare’s printed works, and a magnet for Shakespeare scholars from around the globe. In addition to exhibitions open to the public throughout the year, the Folger offers a full calendar of performances and programs. For more information, visit Folger.edu.	338	January 1st 2004	Regan, Cordelia, Goneril, Leir of Britain, Fool, Duke of Cornwall, Duke of Albany, Earl of Kent, Earl of Gloucester, Edgar, Edmund	NaN	https://www.goodreads.com/book/show/12938.King_Lear
The Once and Future King	(The Once and Future King #1-4)	T.H. White	4.05	101729	4029	T.H White′s masterful retelling of the Arthurian legend is an abiding classic. Here all five volumes that make up the story are published in one volume, as White himself always wished. Exquisite comedy offsets the tragedy of Arthur′s personal doom as White brings to life the major British epic of all time with brilliance, grandeur, warmth and charm.	639	June 15th 1987	Merlin, Sir Lancelot, Sir Mordred, Queen Guinevere, King Arthur	United Kingdom	https://www.goodreads.com/book/show/43545.The_Once_and_Future_King
I Know This Much Is True	NaN	Wally Lamb	4.19	290121	9090	On the afternoon of October 12, 1990, my twin brother, Thomas, entered the Three Rivers, Connecticut, public library, retreated to one of the rear study carrels, and prayed to God the sacrifice he was about to commit would be deemed acceptable. . . .One of the most acclaimed novels of our time, Wally Lamb's I Know This Much Is True is a story of alienation and connection, devastation and renewal, at once joyous, heartbreaking, poignant, mystical, and powerfully, profoundly human.	897	May 1999 by	NaN	NaN	https://www.goodreads.com/book/show/227711.I_Know_This_Much_Is_True
Neverwhere	(London Below,  The World of Neverwhere #1)	Neil Gaiman	4.17	432885	22828	Under the streets of London there's a place most people could never even dream of. A city of monsters and saints, murderers and angels, knights in armour and pale girls in black velvet. This is the city of the people who have fallen between the cracks.Richard Mayhew, a young businessman, is going to find out more than enough about this other London. A single act of kindness catapults him out of his workday existence and into a world that is at once eerily familiar and utterly bizarre. And a strange destiny awaits him down here, beneath his native city: Neverwhere.	370	September 2nd 2003	Richard Mayhew, Door, Marquis de Carabas, Hunter, Mr. Croup, Mr. Vandemar, Islington, Jessica Bartram, Old Bailey	London, England, England, United Kingdom	https://www.goodreads.com/book/show/14497.Neverwhere
Into the Wild	NaN	Jon Krakauer	3.99	884177	21827	Librarian's Note: An alternate cover edition can be found hereIn April, 1992, a young man from a well-to-do family hitchhiked to Alaska and walked alone into the wilderness north of Mt. McKinley. His name was Christopher Johnson McCandless. He had given $25,000 in savings to charity, abandoned his car and most of his possessions, burned all the cash in his wallet, and invented a new life for himself. Four months later, a party of moose hunters found his decomposed body. How McCandless came to die is the unforgettable story of Into the Wild.Immediately after graduating from college in 1991, McCandless had roamed through the West and Southwest on a vision quest like those made by his heroes Jack London and John Muir. In the Mojave Desert he abandoned his car, stripped it of its license plates, and burned all of his cash. He would give himself a new name, Alexander Supertramp, and, unencumbered by money and belongings, he would be free to wallow in the raw, unfiltered experiences that nature presented. Craving a blank spot on the map, McCandless simply threw away the maps. Leaving behind his desperate parents and sister, he vanished into the wild.	207	January 20th 1997	Christopher McCandless	Mexico, Virginia, The Slabs, Mojave Desert, California, Alaska	https://www.goodreads.com/book/show/1845.Into_the_Wild
